Name	UploadTime	FinishTime	Diff
stonehenge5468.jpeg:	1486252772000	1486296207000	43435000
stonehenge5523.jpeg:	1486252772000	1486297079000	44307000
stonehenge5515.jpeg:	1486252772000	1486297053000	44281000
stonehenge5485.jpeg:	1486252772000	1486296469000	43697000
stonehenge5493.jpeg:	1486252772000	1486296495000	43723000
stonehenge5476.jpeg:	1486252772000	1486296230000	43458000
stonehenge5471.jpeg:	1486252772000	1486296215000	43443000
stonehenge5484.jpeg:	1486252772000	1486296466000	43694000
stonehenge5469.jpeg:	1486252772000	1486296209000	43437000
stonehenge5524.jpeg:	1486252772000	1486297083000	44311000
stonehenge5507.jpeg:	1486252772000	1486296786000	44014000
stonehenge5477.jpeg:	1486252772000	1486296232000	43460000
stonehenge5501.jpeg:	1486252771000	1486296767000	43996000
stonehenge5499.jpeg:	1486252772000	1486296761000	43989000
stonehenge5470.jpeg:	1486252772000	1486296212000	43440000
stonehenge5505.jpeg:	1486252771000	1486296780000	44009000
stonehenge5508.jpeg:	1486252772000	1486296790000	44018000
stonehenge5502.jpeg:	1486252771000	1486296771000	44000000
stonehenge5519.jpeg:	1486252772000	1486297067000	44295000
stonehenge5516.jpeg:	1486252772000	1486297058000	44286000
stonehenge5510.jpeg:	1486252772000	1486296796000	44024000
stonehenge5513.jpeg:	1486252772000	1486297047000	44275000
stonehenge5492.jpeg:	1486252772000	1486296492000	43720000
stonehenge5466.jpeg:	1486252772000	1486296200000	43428000
stonehenge5521.jpeg:	1486252772000	1486297073000	44301000
stonehenge5495.jpeg:	1486252772000	1486296502000	43730000
stonehenge5498.jpeg:	1486252772000	1486296759000	43987000
stonehenge5490.jpeg:	1486252772000	1486296486000	43714000
stonehenge5496.jpeg:	1486252772000	1486296751000	43979000
stonehenge5512.jpeg:	1486252772000	1486297044000	44272000
stonehenge5520.jpeg:	1486252772000	1486297070000	44298000
stonehenge5518.jpeg:	1486252772000	1486297064000	44292000
stonehenge5482.jpeg:	1486252772000	1486296459000	43687000
stonehenge5474.jpeg:	1486252772000	1486296224000	43452000
stonehenge5479.jpeg:	1486252772000	1486296240000	43468000
stonehenge5487.jpeg:	1486252772000	1486296476000	43704000
stonehenge5481.jpeg:	1486252772000	1486296456000	43684000
stonehenge5473.jpeg:	1486252772000	1486296222000	43450000
stonehenge5504.jpeg:	1486252771000	1486296777000	44006000
stonehenge5488.jpeg:	1486252772000	1486296479000	43707000
stonehenge5472.jpeg:	1486252772000	1486296219000	43447000
stonehenge5486.jpeg:	1486252772000	1486296472000	43700000
stonehenge5489.jpeg:	1486252772000	1486296483000	43711000
stonehenge5497.jpeg:	1486252772000	1486296754000	43982000
stonehenge5514.jpeg:	1486252772000	1486297050000	44278000
stonehenge5517.jpeg:	1486252772000	1486297061000	44289000
stonehenge5500.jpeg:	1486252772000	1486296764000	43992000
stonehenge5503.jpeg:	1486252771000	1486296773000	44002000
stonehenge5511.jpeg:	1486252772000	1486297039000	44267000
stonehenge5467.jpeg:	1486252772000	1486296202000	43430000
stonehenge5509.jpeg:	1486252772000	1486296793000	44021000
stonehenge5522.jpeg:	1486252772000	1486297076000	44304000
stonehenge5480.jpeg:	1486252772000	1486296244000	43472000
stonehenge5506.jpeg:	1486252772000	1486296784000	44012000
stonehenge5525.jpeg:	1486252772000	1486297086000	44314000
stonehenge5494.jpeg:	1486252772000	1486296499000	43727000
stonehenge5478.jpeg:	1486252772000	1486296236000	43464000
stonehenge5483.jpeg:	1486252772000	1486296462000	43690000
stonehenge5475.jpeg:	1486252772000	1486296227000	43455000
stonehenge5491.jpeg:	1486252772000	1486296489000	43717000

Mittelwert:	43862
Longest:	44314

